reg_type,addr,descrip
U16,129,
U16,130,
U16,131,
U16,132,
U16,133,
U16,134,
U16,135,Device type code
U16,136,Manufacturer I.D.
U16,137,HART device I.D. number
U16,138,
U16,139,Digital Communication Fault Action code (See dig. comm.. Fault action table)
U16,140,RFT9739 fault code
F32,141,Bit #0 – Primary mA output saturated (420 bit 0)
,142,Bit #1 – Secondary mA output saturated (420 bit 1)
F32,143,Bit #2 – Primary mA output fixed (420 bit 2)
,144,Bit #3 – Secondary mA output fixed (420 bit 3)
F32,145,Bit #4 – Density out of limits (420 bit 4)
,146,Bit #5 – Drive gain over-range (420 bit 5)
F32,147,Bit #6 – Status Error Cleared
,148,Bit #7 – External Input Failure (420 bit 7)
F32,149,Bit #7 – Milliamp input error
,150,Bit #8 – (E)EPROM checksum failure (Core or 9739) (Config data) (420 bit 8)
F32,151,Bit #9 – RAM Error (Core or 9739) (420 bit 9)
,152,Bit #10 – Sensor Not Responding (No Tube Interrupt) (420 bit 10)
F32,153,Bit #11 – Temperature sensor failure (419 bit 4 or 420 bit 11)
,154,Bit #12 – Input over-range (420 bit 12)
F32,155,Bit #13 – Frequency Output Saturated (420 bit 13)
,156,Bit #14 – Transmitter not configured (420 bit 14)
F32,157,Bit #15 – Real‑time interrupt failure (420 bit 15)
F32,157,Bit #0 – Burst mode enabled (421 bit 0)
,158,Bit #1 – Power reset occurred (421 bit 1)
,158,Bit #2 – Self-calibration in progress (421 bit 2)
F32,159,Bit #3 – Security Breach
,160,Bit #4 – Display Read-back Error
F32,161,Bit #5 – Event 2 On (421 bit 5)
,162,Bit #6 – Event 1 On (421 bit 6)
F32,163,Bit #7 – Undefined
,164,Bit #8 – Zeroing operation failure (421 bit 8)
F32,165,Bit #9 – Zero value too low (421 bit 9)
,166,Bit #10 – Zero value too high (421 bit 10)
F32,167,Bit #11 – Zero too noisy (421 bit 11)
,168,Bit #12 – Transmitter electronics failure (421 bit 12)
F32,169,Bit #13 – Possible Data Loss (Totals / Inventories Questionable) (421 bit 13)
,170,Bit #14 – Calibration in progress (421 bit 14)
F32,171,Bit #15 – Slug flow (421 bit 15)
,172,Sensor serial number       NOTE: HART supports only the lower three bytes and
F32,173,as such ProLink v2.8 Sensor tab (Sensor s/n) displays the lower 24 bits
,174,Flange type
F32,175,Sensor material
,176,Liner material
F32,177,Base mass unit for special mass unit
,178,Base time unit for special mass unit
F32,179,Base volume unit for special volume unit
,180,Base time unit for special volume unit
F32,181,"Maximum zeroing time (unlike the 9739, in units of seconds)"
,182,Event 1 variable assignment
F32,183,Event 2 variable assignment
,184,Event 1 type (high=1/low=2)
F32,185,Event 2 type (high=1/low=2)
,186,Slug duration (seconds) – How long flow stays at LMV before going to 0
F32,187,
,188,Primary mA output fixed current (milliamps)
F32,189,
,190,Secondary mA output fixed current (milliamps)
F32,191,
,192,Fixed frequency (Hertz) (Survives a power cycle on 700 only)
F32,193,
,194,Low Density Cutoff (High Density Cutoff for Orion Gas Density)
F32,195,
,196,"Value of Temperature (degC) associated with Slope/Offset cals (coils 15,16)"
F32,197,
,198,Line-condition viscosity of fluid used for viscosity calibration
F32,199,
,200,Density 1 (g/cc)
F32,201,
,202,Density 2 (g/cc)
F32,203,
,204,RFT9739 density for third-point density calibration (g/cc)
F32,205,
,206,Density calibration constant 1 (msec)
F32,207,
,208,Density calibration constant 2 (msec)
F32,209,
,210,Density temperature coefficient
F32,211,
,212,High mass flow limit of sensor
F32,213,
,214,High temperature limit of sensor
F32,215,
,216,High density limit of sensor
F32,217,
,218,High volume flow limit of sensor
F32,219,
,220,Low mass flow limit of sensor
F32,221,
,222,Low temperature limit of sensor
F32,223,
,224,Low density limit of sensor
F32,225,
,226,Low volume flow limit of sensor
F32,227,
,228,Mass flow minimum range
F32,229,
,230,Temperature minimum range
F32,231,
,232,Density minimum range
F32,233,
,234,Volume flow minimum range
F32,235,
F32,235,Flow rate internal damping (seconds)
,236,
,236,Temperature internal damping (seconds)
F32,237,
,238,Density internal damping (seconds)
F32,239,
,240,Mass flow cutoff for digital outputs and internal totals
F32,241,
,242,Volume flow cutoff for digital outputs and internal totals
F32,243,
,244,High density limit (g/cc)
F32,245,
,246,Low density limit (g/cc)
F32,247,
,248,Primary mA output present current (milliamps)
F32,249,
,250,Added damping on primary mA output (seconds)
F32,251,
,252,"Flow cutoff for primary mA output -- Mass and Volume Flow, Velocity for Orion Tube Density, Standard Volume Flow, Net Mass Flow, and Net Volume Flow for any transmitter with these variables available, and gas standard volume flow whenver it is enabled."
F32,253,
,254,Primary variable at 20 mA
F32,255,
F32,255,Primary variable at 4 mA  (12mA for 2200)
,256,
,256,Secondary mA output present current (milliamps)
F32,257,
F32,257,Added damping on secondary mA output (seconds) 
,258,
,258,"Flow cutoff for secondary mA output   -- Mass and Volume Flow, Velocity for Orion Tube Density, Standard Volume Flow, Net Mass Flow, and Net Volume Flow for any transmitter with these variables available, and gas standard volume flow whenver it is enabled."
F32,259,
,260,Secondary variable at 20 mA 
F32,261,
,262,Secondary variable at 4 mA (or 0 mA for RFT9639)
F32,263,
,264,Frequency Output frequency (Hz) or number of pulses
F32,265,
,266,Frequency Output flow rate or total
F32,267,
,268,"Frequency output maximum pulse width (milliseconds, 0=square wave)"
F32,269,
,270,Present output frequency (Hertz)
F32,271,
,272,Standard deviation of auto zero  (units of uSec)
F32,273,
,274,Present flow signal offset at zero flow (mechanical zero)  (units of uSec)
F32,275,
,276,Failed DensCal/TempCal/ZeroCal Value (valid only if last Cal failed)
F32,277,
F32,277,Flow meter zeroing standard deviation limit
,278,
,278,Special mass unit conversion factor
F32,279,
,280,Special volume unit conversion factor
F32,281,
,282,Event 1 set-point (units follow event variable assignment)
F32,283,
,284,Event 2 set-point (units follow event variable assignment)
F32,285,
,286,"1 – (E)EPROM checksum failure (including Core, if applicable) (reg. 1 bit 1)"
F32,287,"2 – RAM diagnostic failure (including Core, if applicable)"
,288,4 – Sensor failure (419 bit 3 or 420 bit 10)
F32,289,8 – Temperature sensor failure (419 bit 4 or 420 bit 11)
,290,16 – Input over-range (420 bit 12)
F32,291,32 – Frequency Output Saturated (420 bit 13)
,292,64 – Transmitter not configured (420 bit 14)
F32,293,128 – Real‑time interrupt failure (420 bit 15)
,294,256 – Primary mA output saturated (420 bit 0)
U16,295,512 – Secondary mA output saturated (420 bit 1)
U16,296,1024 – Primary mA output fixed (420 bit 2)
U16,297,2048 – Secondary mA output fixed (420 bit 3)
A8,298,4096 – Density out of limits (420 bit 4)
,299,8192 – Zeroing operation failure (421 bit 8 or 419 bit 5)
,300,16384 – Zero value too low (421 bit 9)
,301,
U16,302,65536 – Transmitter electronics failure (421 bit 12)
U16,302,131072 – Zero in progress (421 bit 14)
F32,303,262144 – Slug flow (421 bit 15)
,304,524288 – Power reset occurred (421 bit 1)
F64,305,1048576 – Transmitter configuration changed
,306,2097152 – Transmitter Initializing/ Warming Up  (Low Power Fault) (419 bit 7 or 421 bit 2)
,307,Mass flow rate
,308,
F64,309,Density
,310,
,311,Temperature
,312,
U16,313,Volume flow rate
U16,314,
U32,315,Viscosity
,316,
F32,317,Undefined
,318,
F32,319,Differential Pressure
,320,
,321,(Internally Derived) Pressure
,322,
F32,323,Mass total
,324,
F32,325,Volume total
,326,
F32,327,Mass inventory
,328,
F32,329,Volume inventory
,330,
F32,331,Pressure correction factor for flow
,332,
F32,333,Pressure correction factor for density
,334,
F32,335,Flow calibration pressure
,336,
F32,337,maI Source value at 4 mA
,338,
F32,339,maI Source value at 20 mA
,340,
F32,341,Density Value for FD calibration 
,342,
F32,343,Constant for third-point density calibration (Version 2 to 3.5 RFT9739)
F32,343,
,344,Mass Rate Factor
,344,
F32,345,Volume Rate Factor
F32,345,
,346,Density Factor
,346,
F32,347,Raw Tube Frequency (Hz) 
F32,347,
,348,Left Pickoff Voltage (Volts) (Single piezo for Orion forks)
,348,
F32,349,Right Pickoff Voltage (Volts)
U16,349,
,350,"Drive Gain  (Volts for 9739 and 3000 v5.x and prior, Percent for all others)"
,350,
U16,351,Live Zero (MassFlow)
U16,352,
U16,353,Security event configuration register  [Gen5 Sdcard diagnostic register]
U16,354,Security event calibration register
F32,355,Mass Flow Live Zero Flow
,356,Polling Tag #1 (pressure input host for 9739)
F32,357,
,358,
F32,359,
,360,Polling Control Code #1 (refer to polling control code table)
U16,361,Pressure value receiving method (refer to pressure input codes table)
U16,362,Density “FD” calibration
U16,363,
U16,364,Most significant word for binary mass total
U16,365,High-order word for binary mass total
U16,366,Low-order word for binary mass total
F32,367,Least significant word for binary mass total
,368,Most significant word for binary volume total
F32,369,High-order word for binary volume total
,370,Low-order word for binary volume total
F32,371,Least significant word for binary volume total
,372,"MODBUS Slave address (limited to 1-15,32-47,64-79, or 96-110 unless ASCII disabled for 700 and Pegasus products)"
F32,373,Last Measured Value Fault Timeout (seconds)
,374,Core Processor Firmware Checksum
F32,375,
,376,Flow Rate Switch Hysteresis 
F32,377,
,378,API Reference Temp 
F32,379,"(Typically 60F/15C, can be modified with this register pair)"
,380,Undefined
F32,381,
,382,"API Thermal Expansion Coeff (TEC, used for even tables)"
F32,383,
,384,Temperature/Pressure-corrected density
F32,385,
,386,Vapor pressure at reference temperature
F32,387,
F32,387,Combined Temperature and Pressure Correction Factor (CTPL)
,388,
,388,Temperature/Pressure‑corrected volumetric flow
F32,389,
F32,389,Temperature/Pressure‑corrected volumetric total
,390,
,390,Temperature/Pressure‑corrected volumetric inventory
U16,391,
U16,392,Weighted Average Batch Observed Density
F32,393,
,394,Weighted Average Batch Observed Temperature
F32,395,
,396,Weighted Average Batch Temp-Corrected Density (Bunkering)
F32,397,
,398,2nd Mass total
U16,399,
U16,400,2nd Volume total
F32,401,
,402,2nd GSV  total
F32,403,
,404,2nd Flow direction  (see flow direction codes)
F32,405,
,406,GVF Hi/Lo Threshold
F32,407,Only for v3.91 ETO 800 NOC
,408,Line Density (Net) Oil -- fixed SGU units
F32,409,Only for v3.91 ETO 800 NOC
,410,Line Density (Net) Oil -- fixed API units
F32,411,Only for v3.91 ETO 800 NOC
,412,Volume Total - Line - No TBR
F32,413,Only for v3.91 ETO 800 NOC
,414,API 2540 CTL Table Type (see CTL Code Table)
F32,415,"Configuration Change Counter incremented for all config writes through any interface (i.e. HART, Modbus, Local Display, etc).  Only 0 can be written (to clear it)"
,416,Host Locked Status - 1 indicates that host cannot write to configuration data
F32,417,Bit #0 - Write Protect Switch (reads state of write protect switch - not writable)
,418,Bit #1 - HART Primary Master
U16,419,Bit #2 - HART Secondary Master
U16,420,Bit #3 - Modbus User Port
U16,421,Bit #4 - unused
U16,422,Bit #5 - Modbus Service Port
U16,423,Bit #6 - Local Display
U16,424,Bit #7 - Wi-Fi
A16,425,Bit #8 - Ethernet
,426,Bit #9 - BLE
,427,Bit #10 - Bit #15 - unused 
,428,User-Volume-Total Units
,429,mAI Actual current being measured
,430,
,431,"Primary mAO Lower Point ( 0 for 0-20 mA operation, 4 for 4-20 )"
,432,
U16,433,"Secondary mAO Lower Point ( 0 for 0-20 mA operation, 4 for 4-20 )"
U16,434,
F32,435,Sensor Index (Service Port)
,436,Sensor Index (RS485 Port)
F32,437,Switch Status register-Four numbers for two switches all status 
,438,Drive Switch 
F32,439,"TimeStamp  (200 uSec, rolls over every 13.1072 Sec)"
,440,"DSP Basic Calculation Update Rate (Hz, 20 or 100 Hz)"
F32,441,DeltaT  (Secs)
,442,
F32,443,Tube Period  (Secs)
,444,
F32,445,Temperature – “Line RTD” (Std RTD on all sensors)  (degC)
,446,
F32,447,Temperature – “Case/Meter RTD” (Extra RTD on T-Series)   (degC)
,448,
F32,449,Drive target ( D/A Counts 0..1023 (lo) or 16384-17405 (hi) )
,450,
F32,451,Drive DAC counts ( D/A Counts 0..1023 (lo) or 16384-17405 (hi)  )
,452,
F32,453,LPO filtered amplitude  (Volts)
F32,453,
,454,RPO filtered amplitude  (Volts)
,454,
F32,455,Board Temperature (degC)
,456,
F32,457,Input Voltage  (Volts)
,458,
F32,459,Drive P coefficient
,460,
F32,461,Actual Drive P coefficient
,462,
F32,463,Drive I coefficient
,464,
F32,465,Actual Drive I coefficient
,466,
F32,467,"MDAC Gain Override  (D/A Counts, put @ 0xFFFF to disable)"
,468,"PGA Gain Override (put @ 0xFFFF to disable, 30h=0db)"
F32,469,"Actual Target Frequency  (Hz) (Pre 700 2.1, Actual & Override) "
,470,
F32,471,"Actual Target Amplitude  (mV/Hz) (Pre 700 2.1, Actual & Override) "
,472,
F32,473,Reciprocal of Actual Codec Gain (Gen5: Xmtr Board Temp)
,474,
F32,475,Sensor Failure Timeout Time (1/16 Sec Units)
,476,Sensor Failure Status Bits
U32,477,Bit #0 –  Low Amplitude
,478,Bit #1 –  Clip Flag
U32,479,Bit #2 –  Freq OOR
,480,Bit #3 –  Amplitude Mismatch
U32,481,Bit #4 – Phase OOR
,482,Drive Current (mA)
U32,483,
,484,Override Target Freq (Hz) (set to 0 to disable)
U32,485,
,486,Override Target Amplitude (mV/Hz) (set to 0 to disable)
U32,487,
,488,Altus-Compatibility Flow calibration factor (FCF)
U32,489,
,490,Altus-Compatibility Temperature coefficient for flow  (FT)
U32,491,
,492,Altus-Compatibility Tempcal Slope (Read Only for CDM)
U32,493,
,494,Altus-Compatibility Tempcal Offset
U32,495,
,496,Altus-Compatibility Viscal Slope
U16,497,
U16,498,Altus-Compatibility Viscal Intercept
U16,499,
U16,500,"Bit #0 – Core EEPROM Checksum Error (Config, Powerdown, Program)"
U16,501,Bit #1 – Core RAM Test Error
U16,502,Bit #2 – Real-Time Interrupt Failure
F32,503,Bit #3 – Sensor Failure (A3)
,504,Bit #4 – Temperature Sensor Out-of-Range  (A4 – 80x)
F32,505,"Bit #5 – Calibration Failure (Autozero, Density, Temperature)"
,506,Bit #6 – Other Failure
F32,507,Bit #7 – Transmitter Initializing/Warming Up (Low Power Fault)
,508,Bit #8 – PV Out-Of-Limits
F32,509,Bit #9 – Non-PV Out-Of-Limits
,510,Bit #10 – Simulation Mode Active (A132)
F32,511,Bit #11 – ELDO EEPROM Error (A148)
,512,Bit #12 – Watchdog Error
F32,513,Bit #13 – Cold Start  (HART bit)
,514,Bit #14 – Transmitter Configuration Changed (HART bit)
F32,515,Bit #15 – Fault (Failure has occurred which affects accuracy)
,516,Bit #0 – Primary mA Output Saturated (A100)
F32,517,Bit #1 – Secondary mA Output Saturated (A113)
,518,Bit #2 – Primary mA Output Fixed (A101)
F32,519,Bit #3 – Secondary mA Output Fixed (A114)
,520,Bit #4 – Density Outside Limits (A8)
U16,521,Bit #5 – Drive Over-Range (A102)
U16,522,Bit #6 – PIC/Daughterboard Communication Failure (A29)
U16,523,Bit #7 – External Input Failure (A115)
U16,524,"Bit #8 – Core EEPROM Checksum Error (Config, Powerdown, Program) (A1)"
,525,Bit #9 – Core RAM Error (A2)
,526,Bit #10 – Sensor Not Responding (No Tube Interrupt) (A3 – 80x)
U16,527,Bit #11 – Temperature Sensor Out-of-Range (A4)
U16,528,Bit #12 – Input Over-Range (A5)
U16,529,Bit #13 – Frequency Output Saturated (A110)
,530,Bit #14 – Transmitter Not Characterized (Flocal or Sensor Type) (A6)
F32,531,Bit #15 – Real-Time Interrupt Failure (A7)
,532,Bit #0 – Burst Mode Enabled (A106) (AI Simulate enabled on 2700 PA v2.2)
F32,533,Bit #1 – Power Reset Occurred (A107)
,534,Bit #2 – Transmitter Initializing/Warming Up (Low Power Fault) (A9)
F32,535,Bit #3 – Sensor/Xmtr Communication Failure (A28)
,536,"Bit #4 – Paper Out (A130) Note: For Neptune, Default Cal factor is loaded (A149)"
F32,537,Bit #5 – Event #2 Triggered (A108)
,538,Bit #6 – Event #1 Triggered (A109)
F32,539,Bit #7 – Sensor/Xmtr Communication Failure (A26)
,540,"Bit #8 – Calibration Failure (Autozero, Density, Temperature) (A10)"
F32,541,"Bit #9 – Excess Calibration Correction, Autozero too Low (A11)"
,542,"Bit #10 – Excess Calibration Correction, Autozero too High (A12)"
F32,543,Bit #11 – Process too Noisy to Perform Auto Zero (A13)
,544,Bit #12 – Transmitter Failed (A14)
F32,545,Bit #13 – Data Loss Possible  (Totals+Inventories Questionable) (A103)
,546,"Bit #14 – Calibration-In-Progress (Autozero, Density, Temperature) (A104)"
F32,547,Bit #15 – Slug Flow (A105)
,548,Bit #0 – API.VCF:  Temperature Outside Standard Range (A116)
F32,549,Bit #1 – API.VCF:  Line Density Outside Standard Range (A117)
,550,Bit #2 – Line RTD Temperature Out-Of-Range (A16)
F32,551,Bit #3 – Case/Meter RTD Temperature Out-Of-Range (A17)
,552,"Bit #4 – Flow Direction (0=Forward/Zero, 1=Reverse)"
F32,553,Bit #5 – Factory Configuration Data Is Invalid
,554,Bit #6 – Enhanced Density: Unable to fit curve data (A120)
F32,555,Bit #7 – Last Measured Value Override Active
,556,Bit #8 – Enhanced Density Extrapolation Alarm (A121)
A12,557,Bit #9 – Cal Factors Unentered (Flocal Mandatory) (A20)
,558,Bit #10 – 1000/2000/3000 EEPROM Checksum Error (A18)
,559,Bit #11 – 1000/2000/3000 RAM Test Error (A19)
,560,Bit #12 – Unrecognized/Unentered Sensor Type (K1 Manditory) (A21) Note: for Orion manditory cal factors depend on platform
,561,Bit #13 – Core configuration database corrupt (A22)
,562,Bit #14 – Core powerdown totals corrupt (A23)
U16,563,Bit #15 – Core program corrupt (A24)
U16,564,Bit #0 – Core Protected Boot Sector Fault (invalid/corrupt application) (A25)
,565,Bit #1 – Series 1000/2000/3000 Software Upgrade Recommended (A112)
,566,Bit #1 – Data Bad (Used in conjunction with LMV)
,567,Bit #2 – Frequency Output Fixed (A111)
,568,"Bit #2 – Sensor Error, Pre-Timeout"
U16,569,Bit #3 – Primary mA Readback Failure
U16,570,Bit #3 – Bunkering Density Out of Range (A143)
F32,571,"Bit #4 – DO1 Status (0=OFF, 1=ON)"
,572,"Bit #5 – DO2 Status (0=OFF, 1=ON)"
A8,573,Bit #6 – Dens T-Series D3 Calibration-in-Progress
,574,Bit #7 – Dens T-Series D4 Calibration-in-Progress
,575,"Bit #8 – DO3 Status (0=OFF, 1=ON)"
,576,"Bit #9 – DO4 Status (0=OFF, 1=ON)"
F32,577,Bit #9 – Bunkering Temperature Out of Range (A142)
,577,Bit #10 – Temp Slope Calibration-in-Progress [Gen5 N/A]
,577,Bit #11 – Temp Zero Calibration-in-Progress [Gen5 N/A]
,578,Bit #12 – Dens FD Calibration-in-Progress
,578,Bit #13 – Dens D2 Calibration-in-Progress
,578,Bit #14 – Dens D1 Calibration-in-Progress
F32,579,Bit #15 – Mechanical Zero Calibration-in-Progress
F32,579,"Bit #0 – Discrete Input 1 Status (0=OFF, 1=ON)"
,579,"Bit #1 – Discrete Input 2 Status (0=OFF, 1=ON)"
,580,Bit #1 – Viscosity Out of Limits (A36) - orion
,580,Bit #2 – Discrete Output 1 Fixed (A118)
,580,Bit #3 – Discrete Output 2 Fixed (A119)
F32,581,Bit #3 - Sensor Check Fail (A37) - orion
F32,581,Bit #4 – Discrete Output 3 Fixed  (A122)
,581,Bit #4 - API Pressure Out of Range (A122) - orion
,582,Bit #5 – Discrete Output 4 Fixed  (A123)
,582,Bit #5 - Incorrect Display Type (A136) - orion
,582,Bit #6 – Security Breach (A27)
A8,583,Bit #7 – Frequency Input Saturated (A124)
F32,583,Bit #0 – Custody Transfer Database CRC
,583,Bit #1 – Custody Transfer Database CRC
,584,Bit #2 – Custody Transfer Database CRC
,584,Bit #3 – Custody Transfer Database CRC
,584,Bit #4 – Custody Transfer Database CRC
F32,585,Bit #5 – Custody Transfer Database CRC
,585,Bit #6 – Custody Transfer Database CRC
,585,Bit #7 – Custody Transfer Database CRC
,586,Bit #8 – Discrete Event 1 Status
,586,Bit #9 – Discrete Event 2 Status
,586,Bit #10 – Discrete Event 3 Status
F32,587,Bit #11 – Discrete Event 4 Status
U16,587,Bit #12 – Discrete Event 5 Status
,587,Bit #8 – Discrete Batch: Batch Timeout (A125)
U16,588,Bit #9 – Discrete Batch: Batching
,588,Bit #10 – Discrete Batch: Batch End Warn
,588,Bit #11 – Discrete Batch: Batch Overrun (A126)
F32,589,Bit #12 – Discrete Batch: Batch Pump
,589,Bit #13 – Discrete Batch: Batch Primary Valve
,590,Bit #14 – Discrete Batch: Batch Secondary Valve
,590,Bit #15 -- Discrete Batch: Start Not Okay
,590,Bit #15 – Incorrect Board Type (A30)
F32,591,Sensor Type
U16,591,Sensor Type
,591,Sensor Type
U16,592,Sensor Type
,592,Sensor Type
,592,Sensor Type
U32,593,Sensor Type
,593,Sensor Type
,594,Bit #0 – K1/FCF Combination Unrecognized
,594,Bit #1 – Warming Up
F32,595,Bit #2 – Low Power (A31)
,595,Bit #3 – Tube Not Full (A33)
,596,Bit #4 – Meter Verification / Outputs in fault or Outputs at last value (A32)
,596,Bit #5 – Meter Verification In Progress  (A131)
F32,597,Bit #6 – PIC UI EEPROM Error (A133)
,597,Bit #6 – Integrity Breach Error (A133)
,598,Bit #7 – NVM Initialized (transmitter)
,598,Bit #8 – Power Outage (A136)
F32,599,Bit #9 – NOC Measurements Paused (A137)
,599,Bit #10 – TBR Active (A138) Gen5: APM Remediation
,600,Bit #11 – External Water Cut Out of Range (A139)
,600,Bit #12 – TMR Active (A140) Gen5: APM Remediation
F32,601,Bit #13 – One or more DDC Triggers Completed (A141)
,601,Bit #14 – Meter Verification failed (A34)
,602,Bit #15 – Meter Verification aborted (A35)
,602,Bit #0 – Attached core data loss possible
F32,603,Bit #1 – Undefined
,603,Bit #2 – Time Period Out of Limits (A38)
,604,Bit #3 – Case/Meter Temperature Differential Out of Range (A134)
,604,Bit #4 –  API algorithm non=convergence
F32,605,Bit #5 –  Time Period out of flow fomputer range (less than 250 Hz)
,605,Bit #6 – Undefined
,606,Bit #7 –  Undefined
,606,Bit #8 – Undefined
F32,607,"Bit #9 – Transmitter Factory configuration data invalid ( A128)
There shall be a NV revision number associated with Factory Configuration Section and if this revision number doesn’t match with one stored in NV then firmware will automatically clear Factory Configuration Section. Firmware shall copy the values from ROM into the NV and alert shall be generated"
,608,Bit #10 – Transmitter factory configuration data checksum invalid
U16,609,Bit #11 – Undefined
U16,610,Bit #12 – Undefined
F32,611,Bit #13 – Undefined
,612,Bit #14 – Undefined
F32,613,Bit #15 – Undefined
,614,Sensor Maximum Recorded Temperature
U16,615,
U16,616,Sensor Minimum Recorded Temperature
F32,617,
,618,Sensor Average Recorded Temperature
U16,619,
U16,620,"Electronics Flow Offset Compensation for Mass Flow  (uSec, nom 0)"
U16,621,
,621,Electronics Maximum Recorded Temperature (non-resetable)
U16,622,"Gen5:  Xmtr (not core) Temperature,  resetable"
,622,Electronics Minimum Recorded Temperature (non-resetable)
,623,"Gen5:  Xmtr (not core) Temperature,  resetable"
,623,Electronics Average Recorded Temperature (non-resetable)
,624,"Gen5:  Xmtr (not core) Temperature,  resetable"
U16,625,External Temperature Input
U16,626,
U16,627,External Pressure Input
,628,
F32,629,External Differential Pressure Input
,630,
F32,631,Gas Density used to calculate Reference Volume Gas Flow & Totals
,632,
F32,633,Reference Volume Gas Flow Rate (not valid when API or ED is enabled)
,634,
F32,635,Reference Volume Gas Total (not valid when API or ED is enabled)
,636,
F32,637,Reference Volume Gas Inventory (not valid when API or ED is enabled)
,638,
